blog_vampires.txt_13	false	Y	def	NN	common	sg	3	06410904-N	06589574-N	04599396-N	04007894-N	00001740-N	9	noun.communication	positive	none	false	2	none	none	none	none	none	none	none	none	none	none	noun.attribute	popularity	RB	n't	noun.communication	book	none	none	gain	VB	past	false	false	sim_past	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_14	false	NO-NOUN	none	PRP	pronoun	sg	3	none	none	none	none	none	0	none	positive	then	false	1	none	none	none	none	adv.all	then	none	none	none	none	noun.animal	shark	none	none	PRP	it	none	none	jump	VBD	past	false	false	sim_past	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_15	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_16	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	blade	NNP	past	false	false	sim_past	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_17	false	Y	none	NNP	proper	sg	3	13131883-N	13152742-N	13087625-N	13086908-N	00001740-N	8	noun.plant	positive	then	false	1	none	none	none	none	adv.all	then	none	none	none	none	none	none	none	none	noun.time	twilight	none	none	hit	VBD	past	false	false	sim_past	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_18	true	Y	none	NNS	common	pl	3	09544109-N	09541919-N	09545324-N	09504135-N	00001740-N	9	noun.person	positive	now	false	1	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	hot	JJ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_19	false	none	none	NNP	proper	sg	3	10358889-N	10309614-N	09606009-N	00007846-N	00001740-N	9	noun.person	positive	surely	false	1	none	none	none	none	adv.all	surely	none	none	none	none	none	none	none	none	none	none	noun.person	ninja	do	VBN	past	true	false	past_perf	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_20	true	Y	none	NNS	common	pl	3	07015510-N	06376154-N	07092158-N	07066659-N	00001740-N	6	noun.communication	none	none	false	0	none	none	none	none	none	none	none	none	none	none	NNP	farley	none	none	none	none	none	none	star	VBG	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_21	false	none	none	NNP	proper	sg	3	10358889-N	10309614-N	09606009-N	00007846-N	00001740-N	9	noun.person	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	ninja	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_22	false	NO-NOUN	none	PRP	pronoun	sg	3	none	none	none	none	none	0	none	positive	where	false	3	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	parlance	NN	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_23	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_24	false	Y	indef	NN	common	sg	3	00945401-N	00407535-N	00030358-N	00029378-N	00001740-N	6	noun.act	none	none	false	1	none	none	none	none	none	none	none	none	none	none	noun.communication	account	none	none	noun.act	search	none	none	turn	VBD	past	false	false	sim_past	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_25	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.communication	term	none	none	none	none	none	none	use	VBG	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_26	false	Y	none	NNP	proper	sg	3	10768585-N	00007846-N	00004475-N	00004258-N	00001740-N	7	noun.person	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	one	CD	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_27	false	NO-NOUN	none	PRP	pronoun	pl	1	none	none	none	none	none	0	none	positive	now	false	3	none	none	none	none	adv.all	away	none	none	none	none	noun.person	pirate	none	none	noun.person	we	none	none	put	VB	none	false	false	cond	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_28	false	NO-NOUN	none	PRP	pronoun	pl	1	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	NN	anything	none	none	noun.person	we	none	none	learn	VBN	present	true	false	pres_perf	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_29	false	NO-NOUN	none	PRP	pronoun	sg	3	none	none	none	none	none	0	none	none	none	none	0	none	none	verb.cognition	learn	adv.all	actually	none	none	none	none	none	none	none	none	PRP	it	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_30	true	none	none	NNS	common	pl	3	05985126-N	05984936-N	05809192-N	00023271-N	00001740-N	6	noun.cognition	positive	just	false	1	JJ	pirate	none	none	adv.all	just	none	none	none	none	none	none	none	none	noun.cognition	meme	none	none	go	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_31	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	NNS	point0	none	none	noun.person	you	none	none	get	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_32	false	Y	demon	NNS	common	pl	3	09587565-N	09483738-N	05625465-N	05624700-N	00001740-N	8	noun.person	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	character	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_33	false	Y	none	NNP	proper	sg	3	10805638-N	09994943-N	00007846-N	00004475-N	00001740-N	8	noun.person	positive	pun	false	1	none	none	none	none	RB	pun	none	none	none	none	none	none	none	none	none	none	none	none	intend	VBN	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_34	false	NO-NOUN	none	PRP	pronoun	pl	3	none	none	none	none	none	0	none	positive	just	false	1	none	none	none	none	adv.all	just	none	none	none	none	none	none	none	none	noun.person	they	none	none	keep	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_35	none	none	none	none	none	none	0	none	none	none	none	none	0	none	positive	back	false	1	none	none	none	none	adv.all	back	none	none	none	none	none	none	none	none	none	none	none	none	come	VBG	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_36	none	none	none	none	none	none	0	none	none	none	none	none	0	none	positive	just	false	3	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	matter	NN	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_37	false	NO-NOUN	none	PRP	pronoun	sg	3	none	none	none	none	none	0	none	none	none	none	0	none	none	verb.motion	jump	none	none	none	none	none	none	WRB	when	none	none	PRP	it	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_38	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	and	VB	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_39	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	you	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_40	false	Y	none	NNP	proper	sg	3	09544109-N	09541919-N	09545324-N	09504135-N	00001740-N	9	noun.person	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	vampire	none	none	would	MD	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_41	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	jump	false	1	none	none	verb.motion	jump	none	none	none	none	none	none	none	none	none	none	noun.person	you	none	none	know	VBN	present	true	false	pres_perf	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_42	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_43	true	Y	none	NNS	common	pl	3	09190918-N	00007347-N	00001930-N	none	00001740-N	3	noun.object	none	get	false	1	none	none	verb.possession	get	none	none	none	none	none	none	PRP	it	none	none	noun.object	agent	none	none	reject	VBD	past	false	false	sim_past	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_44	false	none	none	NNP	proper	sg	3	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.act	deal	none	none	NNP	meyer	none	none	get	VBD	past	false	false	sim_past	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_45	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	you	none	none	would	MD	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_46	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	positive	would	false	2	none	none	MD	would	adv.all	back	none	none	none	none	noun.event	time	none	none	noun.person	you	none	none	get	VBN	present	true	false	pres_perf	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_47	false	NO-NOUN	none	PRP	pronoun	unknown	1	none	none	none	none	none	0	none	positive	none	false	1	none	none	none	none	none	none	none	none	none	none	none	none	RB	n't	PRP	i	none	none	think	VB	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_48	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	positive	off	false	1	none	none	none	none	adv.all	off	none	none	none	none	any	any	none	none	noun.person	you	none	none	get	VB	none	false	false	cond	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_49	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	you	none	none	have	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_50	false	none	indef	NN	common	sg	3	06008148-N	06012513-N	06003682-N	06000644-N	00001740-N	11	noun.cognition	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.cognition	triangulation	none	none	have	VBZ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_51	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.body	blood	none	none	none	none	none	none	mature	VB	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_52	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.attribute	quality	none	none	none	none	none	none	sub-genre	VB	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_53	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	positive	so	false	1	none	none	none	none	adv.all	so	none	none	none	none	none	none	none	none	noun.person	you	none	none	have	VB	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_54	false	Y	indef	NN	common	sg	3	00455599-N	00407535-N	00030358-N	00029378-N	00001740-N	6	noun.act	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.act	game	none	none	work	VB	future	false	false	fut	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_55	false	Y	indef	NN	common	sg	3	00455599-N	00407535-N	00030358-N	00029378-N	00001740-N	6	noun.act	positive	none	false	1	none	none	none	none	none	none	none	none	none	none	none	none	RB	n't	noun.act	show	none	none	will	MD	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_56	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	positive	none	false	1	none	none	none	none	none	none	none	none	none	none	none	none	RB	n't	noun.person	you	none	none	can	MD	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_57	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	you	none	none	do	VB	none	false	false	cond	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_58	false	NO-NOUN	none	DT	pronoun	unknown	3	none	none	none	none	none	0	none	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	all	all	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_59	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	CD	.300	none	none	noun.person	you	none	none	bat	VBZ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_60	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	when	false	1	none	none	none	none	WRB	when	none	none	none	none	none	none	none	none	noun.person	you	none	none	fail	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_61	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	positive	fail	false	2	none	none	verb.social	fail	adv.all	fast	none	none	none	none	none	none	none	none	noun.person	you	none	none	fail	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_62	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.attribute	scope	none	none	noun.person	you	none	none	broaden	VB	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_63	false	NO-NOUN	none	PRP	pronoun	unknown	1	none	none	none	none	none	0	none	none	none	none	0	none	none	verb.change	broaden	none	none	none	none	none	none	none	none	none	none	PRP	i	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_64	false	NO-NOUN	none	PRP	pronoun	sg	3	none	none	none	none	none	0	none	none	have	false	1	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	difficult	JJ	none	false	false	cond	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_65	false	NO-NOUN	none	DT	pronoun	unknown	3	none	none	none	none	none	0	none	positive	when	false	2	none	none	none	none	WRB	when	none	none	none	none	noun.attribute	level	RB	n't	any	any	none	none	have	VB	past	false	false	sim_past	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_66	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	you	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_67	false	NO-NOUN	none	DT	pronoun	unknown	3	none	none	none	none	none	0	none	none	none	false	3	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	category	NNS	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_68	false	NO-NOUN	none	PRP	pronoun	sg	3	none	none	none	none	none	0	none	positive	dead	false	3	none	none	noun.group	category	adv.all	maybe	none	none	none	none	none	none	none	none	PRP	it	none	none	look	VBZ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_69	false	NO-NOUN	none	PRP	pronoun	pl	3	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	dead	JJ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_70	false	NO-NOUN	none	PRP	pronoun	sg	3	none	none	none	none	none	0	none	positive	elsewhere	false	1	none	none	none	none	adv.all	elsewhere	none	none	none	none	none	none	none	none	noun.person	they	none	none	flourish	VBG	none	false	true	cond_cont	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_71	false	NO-NOUN	none	PRP	pronoun	sg	3	none	none	none	none	none	0	none	positive	just	false	1	none	none	none	none	adv.all	just	none	none	none	none	none	none	none	none	noun.person	they	none	none	wait	VBG	present	false	true	pres_cont	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_72	true	Y	none	NNS	common	pl	3	08062623-N	08059870-N	08061042-N	08056231-N	00001740-N	8	noun.group	positive	all	false	1	none	none	none	none	adv.all	all	none	none	none	none	none	none	none	none	noun.person	they	none	none	have	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_73	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_74	false	NO-NOUN	none	PRP	pronoun	pl	3	none	none	none	none	none	0	none	positive	often	false	3	none	none	none	none	adv.all	even	none	none	none	none	none	none	none	none	PRP	it	none	none	come	VBZ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_75	false	Y	indef	NN	common	sg	3	05534333-N	05298729-N	05297523-N	05220461-N	00001740-N	7	noun.body	none	none	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.body	gut	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_76	false	none	none	NN	common	sg	3	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	NN	something	none	none	go	VBG	present	false	true	pres_cont	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_77	false	none	none	NN	common	sg	3	00007846-N	00004475-N	00004258-N	00003553-N	00001740-N	6	noun.Tops	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.group	dead	none	none	noun.Tops	somebody	none	none	greenlight	VBG	present	false	true	pres_cont	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_78	false	N	def	NN	common	sg	3	07945657-N	07942152-N	00031264-N	00002137-N	00001740-N	4	noun.group	positive	partly	false	1	none	none	none	none	adv.all	partly	none	none	none	none	none	none	none	none	none	none	none	none	base	VBN	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_79	false	N	none	NN	common	sg	3	05823932-N	05816287-N	00023271-N	00023100-N	00001740-N	5	noun.cognition	none	none	none	0	none	none	none	none	none	none	none	none	none	none	noun.group	people	none	none	noun.cognition	evidence	none	none	none	none	none	none	none	none	none	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_80	false	Y	demon	NN	common	sg	3	13504173-N	00029677-N	00001930-N	none	00001740-N	3	noun.process	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.event	twist	none	none	noun.process	iteration	none	none	have	VB	future	false	false	fut	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_81	false	Y	indef	NN	common	sg	3	07423365-N	07423560-N	07296428-N	07283608-N	00001740-N	7	noun.event	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.group	people	none	none	noun.event	twist	none	none	bring	VB	future	false	false	fut	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_82	false	NO-NOUN	none	PRP	pronoun	unknown	1	none	none	none	none	none	0	none	positive	personally	false	1	none	none	none	none	adv.all	personally	none	none	none	none	none	none	none	none	PRP	i	none	none	wait	VBG	present	false	true	pres_cont	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_83	false	NO-NOUN	none	PRP	pronoun	pl	3	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.person	they	none	none	make	VB	none	false	false	cond	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_84	false	none	none	NN	common	sg	3	none	none	none	none	none	0	none	positive	hey	false	2	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	possible	JJ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_85	false	Y	demon	NN	common	sg	3	08624385-N	08621598-N	08620061-N	00027167-N	00001740-N	6	noun.location	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.location	post	inspire	VBN	past	true	false	past_perf	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_86	none	none	none	none	none	none	0	none	none	none	none	none	0	none	none	none	false	0	JJ	sure	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	make	VB	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_87	false	NO-NOUN	none	PRP	pronoun	unknown	2	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	noun.quantity	one	none	none	noun.person	you	none	none	read	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_88	false	none	none	NNP	proper	sg	3	none	none	none	none	none	0	none	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	NNP	duhan	none	none	say	VBZ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_89	true	Y	none	NNS	common	pl	3	06765044-N	06722453-N	06598915-N	00033020-N	00001740-N	5	noun.communication	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.time	july	none	none	pm	VBP	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_90	false	NO-NOUN	none	PRP	pronoun	unknown	1	none	none	none	none	none	0	none	positive	none	false	1	none	none	none	none	none	none	none	none	none	none	none	none	RB	n't	PRP	i	none	none	know	VB	none	false	false	other	unknown	THE-DUMMY-VALUE	THE-DUMMY-VALUE
blog_vampires.txt_91	false	none	none	NNP	proper	sg	3	15212167-N	15209706-N	15209413-N	15113229-N	00001740-N	7	noun.time	none	none	false	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	noun.act	game	none	none	be	VBZ	present	false	false	pres	active	THE-DUMMY-VALUE	THE-DUMMY-VALUE
